4.950080381930773399e+01,1.123613873475207825e+01,4.947191301006465380e+01,1.207683452435932736e+01,5.680629653545658103e-02
4.950080381930773399e+01,1.123613873475207825e+01,4.677471855084996122e+01,1.932883954122644354e+01,-6.369543408632667714e-02
4.950080381930773399e+01,1.123613873475207825e+01,4.794365585820931130e+01,1.610671743711903758e+01,-1.479459426092155638e-02
4.950080381930773399e+01,1.123613873475207825e+01,4.416332536834796940e+01,1.498456953746754294e+01,-1.321947727319186527e-01
4.950080381930773399e+01,1.123613873475207825e+01,4.544258361587009176e+01,1.762550298532572768e+01,-7.994284959372904842e-02
4.950080381930773399e+01,1.123613873475207825e+01,4.736076050138538562e+01,1.626892534765933007e+01,-4.434950941853098294e-02
4.950080381930773399e+01,1.123613873475207825e+01,5.001257320213029089e+01,1.824977179252427106e+01,6.575710119703020995e-02
4.950080381930773399e+01,1.123613873475207825e+01,4.674626005924487515e+01,1.062759451043209147e+01,3.660879579248831756e-03
4.950080381930773399e+01,1.123613873475207825e+01,4.589064591564683582e+01,1.816952705429285686e+01,-4.469798027478165403e-02
4.950080381930773399e+01,1.123613873475207825e+01,5.051128832579402683e+01,1.049963194530749355e+01,-6.857587114748744939e-02
4.950080381930773399e+01,1.123613873475207825e+01,4.543435648760900847e+01,1.194329818124213105e+01,-5.532378086591142885e-02
4.950080381930773399e+01,1.123613873475207825e+01,4.594248989777949532e+01,1.558743245576900804e+01,-1.338215866801790999e-01
4.950080381930773399e+01,1.123613873475207825e+01,5.073252285627641811e+01,1.265179616725442280e+01,5.913693158143983053e-02
4.950080381930773399e+01,1.123613873475207825e+01,4.956282592946345744e+01,1.580553757542384119e+01,7.851851783074723090e-02
4.950080381930773399e+01,1.123613873475207825e+01,4.602515944861492159e+01,1.473806653023878610e+01,-5.801616597012834720e-02
4.950080381930773399e+01,1.123613873475207825e+01,5.043644815912360002e+01,9.999036339574379539e+00,-1.019290875150454245e-01
4.950080381930773399e+01,1.123613873475207825e+01,4.717483206361956150e+01,1.084017476049528739e+01,1.174490823502724601e-03
4.950080381930773399e+01,1.123613873475207825e+01,4.479235060069361651e+01,1.654852088747945160e+01,-6.704021125154933924e-02
4.950080381930773399e+01,1.123613873475207825e+01,5.056880125545545468e+01,1.565073906159298289e+01,1.090954679812981554e-01
4.950080381930773399e+01,1.123613873475207825e+01,4.709812269439731836e+01,1.378843170004954999e+01,-1.228038075101886839e-01
